hour,datetime,p_import_mw,p_export_mw,p_dg_mw,p_ely_mw,p_fc_mw,soc_mwh,strategy
6138,2022-09-13 18:00:00,20.00,11.96,0.00,0.00,0.00,0.00,IMPORT+EXPORT
6139,2022-09-13 19:00:00,20.00,11.22,0.00,0.00,0.00,0.00,IMPORT+EXPORT
6140,2022-09-13 20:00:00,8.37,0.00,0.00,0.00,0.00,0.00,IMPORT
6141,2022-09-13 21:00:00,7.79,0.00,0.00,0.00,0.00,0.00,IMPORT
6142,2022-09-13 22:00:00,8.06,0.00,0.00,0.00,0.00,0.00,IMPORT
6143,2022-09-13 23:00:00,8.92,0.00,0.00,0.00,0.00,0.00,IMPORT
6144,2022-09-14 00:00:00,9.00,0.00,0.00,0.00,0.00,0.00,IMPORT
6145,2022-09-14 01:00:00,8.37,0.00,0.00,0.00,0.00,0.00,IMPORT
6146,2022-09-14 02:00:00,10.30,0.00,0.00,0.00,0.00,0.00,IMPORT
6147,2022-09-14 03:00:00,10.79,0.00,0.00,0.00,0.00,0.00,IMPORT
6148,2022-09-14 04:00:00,10.09,0.00,0.00,0.00,0.00,0.00,IMPORT
6149,2022-09-14 05:00:00,9.87,0.00,0.00,0.00,0.00,0.00,IMPORT
6150,2022-09-14 06:00:00,20.00,11.05,0.00,0.00,0.00,0.00,IMPORT+EXPORT
6151,2022-09-14 07:00:00,20.00,7.53,0.00,0.00,0.00,0.00,IMPORT+EXPORT
6152,2022-09-14 08:00:00,20.00,9.08,0.00,0.00,0.00,0.00,IMPORT+EXPORT
6153,2022-09-14 09:00:00,10.22,0.00,0.00,0.00,0.00,0.00,IMPORT
6154,2022-09-14 10:00:00,8.89,0.00,0.00,0.00,0.00,0.00,IMPORT
6155,2022-09-14 11:00:00,8.94,0.00,0.00,0.00,0.00,0.00,IMPORT
6156,2022-09-14 12:00:00,4.06,0.00,0.00,0.00,0.00,0.00,IMPORT
6157,2022-09-14 13:00:00,3.72,0.00,0.00,0.00,0.00,0.00,IMPORT
6158,2022-09-14 14:00:00,1.70,0.00,0.00,0.00,0.00,0.00,IMPORT
6159,2022-09-14 15:00:00,4.20,0.00,0.00,0.00,0.00,0.00,IMPORT
6160,2022-09-14 16:00:00,2.18,0.00,0.00,0.00,0.00,0.00,IMPORT
6161,2022-09-14 17:00:00,17.90,16.00,0.00,0.00,0.00,0.00,IMPORT+EXPORT
6162,2022-09-14 18:00:00,19.44,16.00,0.00,0.00,0.00,0.00,IMPORT+EXPORT
6163,2022-09-14 19:00:00,5.58,0.00,0.00,0.00,0.00,0.00,IMPORT
6164,2022-09-14 20:00:00,3.92,0.00,0.00,0.00,0.00,0.00,IMPORT
6165,2022-09-14 21:00:00,2.89,0.00,0.00,0.00,0.00,0.00,IMPORT
6166,2022-09-14 22:00:00,2.74,0.00,0.00,0.00,0.00,0.00,IMPORT
6167,2022-09-14 23:00:00,5.98,0.00,0.00,0.00,0.00,0.00,IMPORT
6168,2022-09-15 00:00:00,4.04,0.00,0.00,0.00,0.00,0.00,IMPORT
6169,2022-09-15 01:00:00,3.26,0.00,0.00,0.00,0.00,0.00,IMPORT
6170,2022-09-15 02:00:00,4.26,0.00,0.00,0.00,0.00,0.00,IMPORT
6171,2022-09-15 03:00:00,7.02,0.00,0.00,0.00,0.00,0.00,IMPORT
6172,2022-09-15 04:00:00,7.02,0.00,0.00,0.00,0.00,0.00,IMPORT
6173,2022-09-15 05:00:00,4.43,0.00,0.00,0.00,0.00,0.00,IMPORT
6174,2022-09-15 06:00:00,20.00,15.22,0.00,0.00,0.00,0.00,IMPORT+EXPORT
6175,2022-09-15 07:00:00,4.91,0.00,0.00,0.00,0.00,0.00,IMPORT
6176,2022-09-15 08:00:00,5.03,0.00,0.00,0.00,0.00,0.00,IMPORT
6177,2022-09-15 09:00:00,7.17,0.00,0.00,0.00,0.00,0.00,IMPORT
6178,2022-09-15 10:00:00,4.11,0.00,0.00,0.00,0.00,0.00,IMPORT
6179,2022-09-15 11:00:00,6.08,0.00,0.00,0.00,0.00,0.00,IMPORT
6180,2022-09-15 12:00:00,5.02,0.00,0.00,0.00,0.00,0.00,IMPORT
6181,2022-09-15 13:00:00,5.69,0.00,0.00,0.00,0.00,0.00,IMPORT
6182,2022-09-15 14:00:00,3.52,0.00,0.00,0.00,0.00,0.00,IMPORT
6183,2022-09-15 15:00:00,7.02,0.00,0.00,0.00,0.00,0.00,IMPORT
6184,2022-09-15 16:00:00,5.90,0.00,0.00,0.00,0.00,0.00,IMPORT
6185,2022-09-15 17:00:00,9.33,0.00,0.00,0.00,0.00,0.00,IMPORT
6186,2022-09-15 18:00:00,20.00,12.97,0.00,0.00,0.00,0.00,IMPORT+EXPORT
6187,2022-09-15 19:00:00,7.95,0.00,0.00,0.00,0.00,0.00,IMPORT
6188,2022-09-15 20:00:00,10.96,0.00,0.00,0.00,0.00,0.00,IMPORT
6189,2022-09-15 21:00:00,8.84,0.00,0.00,0.00,0.00,0.00,IMPORT
6190,2022-09-15 22:00:00,8.39,0.00,0.00,0.00,0.00,0.00,IMPORT
6191,2022-09-15 23:00:00,12.53,0.00,0.00,0.00,0.00,0.00,IMPORT
6192,2022-09-16 00:00:00,10.90,0.00,0.00,0.00,0.00,0.00,IMPORT
6193,2022-09-16 01:00:00,12.79,0.00,0.00,0.00,0.00,0.00,IMPORT
6194,2022-09-16 02:00:00,15.05,0.00,0.00,0.00,0.00,0.00,IMPORT
6195,2022-09-16 03:00:00,13.17,0.00,0.00,0.00,0.00,0.00,IMPORT
6196,2022-09-16 04:00:00,10.80,0.00,0.00,0.00,0.00,0.00,IMPORT
6197,2022-09-16 05:00:00,20.00,3.30,0.00,0.00,0.00,0.00,IMPORT+EXPORT
6198,2022-09-16 06:00:00,20.00,5.93,0.00,0.00,0.00,0.00,IMPORT+EXPORT
6199,2022-09-16 07:00:00,15.22,0.00,0.00,0.00,0.00,0.00,IMPORT
6200,2022-09-16 08:00:00,16.56,0.00,0.00,0.00,0.00,0.00,IMPORT
6201,2022-09-16 09:00:00,10.88,0.00,0.00,0.00,0.00,0.00,IMPORT
6202,2022-09-16 10:00:00,10.13,0.00,0.00,0.00,0.00,0.00,IMPORT
6203,2022-09-16 11:00:00,8.58,0.00,0.00,0.00,0.00,0.00,IMPORT
6204,2022-09-16 12:00:00,6.74,0.00,0.00,0.00,0.00,0.00,IMPORT
6205,2022-09-16 13:00:00,5.64,0.00,0.00,0.00,0.00,0.00,IMPORT
6206,2022-09-16 14:00:00,3.38,0.00,0.00,0.00,0.00,0.00,IMPORT
6207,2022-09-16 15:00:00,5.85,0.00,0.00,0.00,0.00,0.00,IMPORT
6208,2022-09-16 16:00:00,7.43,0.00,0.00,0.00,0.00,0.00,IMPORT
6209,2022-09-16 17:00:00,6.49,0.00,0.00,0.00,0.00,0.00,IMPORT
6210,2022-09-16 18:00:00,20.00,15.42,0.00,0.00,0.00,0.00,IMPORT+EXPORT
6211,2022-09-16 19:00:00,9.35,0.00,0.00,0.00,0.00,0.00,IMPORT
6212,2022-09-16 20:00:00,8.65,0.00,0.00,0.00,0.00,0.00,IMPORT
6213,2022-09-16 21:00:00,9.89,0.00,0.00,0.00,0.00,0.00,IMPORT
6214,2022-09-16 22:00:00,9.00,0.00,0.00,0.00,0.00,0.00,IMPORT
6215,2022-09-16 23:00:00,10.92,0.00,0.00,0.00,0.00,0.00,IMPORT
6216,2022-09-17 00:00:00,10.56,0.00,0.00,0.00,0.00,0.00,IMPORT
6217,2022-09-17 01:00:00,13.78,0.00,0.00,0.00,0.00,0.00,IMPORT
6218,2022-09-17 02:00:00,12.72,0.00,0.00,0.00,0.00,0.00,IMPORT
6219,2022-09-17 03:00:00,12.56,0.00,0.00,0.00,0.00,0.00,IMPORT
6220,2022-09-17 04:00:00,13.45,0.00,0.00,0.00,0.00,0.00,IMPORT
6221,2022-09-17 05:00:00,14.89,0.00,0.00,0.00,0.00,0.00,IMPORT
6222,2022-09-17 06:00:00,15.35,0.00,0.00,0.00,0.00,0.00,IMPORT
6223,2022-09-17 07:00:00,14.35,0.00,0.00,0.00,0.00,0.00,IMPORT
6224,2022-09-17 08:00:00,17.44,0.00,0.00,0.00,0.00,0.00,IMPORT
6225,2022-09-17 09:00:00,9.90,0.00,0.00,0.00,0.00,0.00,IMPORT
6226,2022-09-17 10:00:00,11.70,0.00,0.00,0.00,0.00,0.00,IMPORT
6227,2022-09-17 11:00:00,12.02,0.00,0.00,0.00,0.00,0.00,IMPORT
6228,2022-09-17 12:00:00,8.47,0.00,0.00,0.00,0.00,0.00,IMPORT
6229,2022-09-17 13:00:00,7.03,0.00,0.00,0.00,0.00,0.00,IMPORT
6230,2022-09-17 14:00:00,6.45,0.00,0.00,0.00,0.00,0.00,IMPORT
6231,2022-09-17 15:00:00,7.17,0.00,0.00,0.00,0.00,0.00,IMPORT
6232,2022-09-17 16:00:00,6.84,0.00,0.00,0.00,0.00,0.00,IMPORT
6233,2022-09-17 17:00:00,3.38,0.00,0.00,0.00,0.00,0.00,IMPORT
6234,2022-09-17 18:00:00,5.95,0.00,0.00,0.00,0.00,0.00,IMPORT
6235,2022-09-17 19:00:00,8.73,0.00,0.00,0.00,0.00,0.00,IMPORT
6236,2022-09-17 20:00:00,9.71,0.00,0.00,0.00,0.00,0.00,IMPORT
6237,2022-09-17 21:00:00,6.83,0.00,0.00,0.00,0.00,0.00,IMPORT
6238,2022-09-17 22:00:00,9.98,0.00,0.00,0.00,0.00,0.00,IMPORT
6239,2022-09-17 23:00:00,9.47,0.00,0.00,0.00,0.00,0.00,IMPORT
6240,2022-09-18 00:00:00,9.83,0.00,0.00,0.00,0.00,0.00,IMPORT
6241,2022-09-18 01:00:00,10.51,0.00,0.00,0.00,0.00,0.00,IMPORT
6242,2022-09-18 02:00:00,13.25,0.00,0.00,0.00,0.00,0.00,IMPORT
6243,2022-09-18 03:00:00,11.05,0.00,0.00,0.00,0.00,0.00,IMPORT
6244,2022-09-18 04:00:00,14.95,0.00,0.00,0.00,0.00,0.00,IMPORT
6245,2022-09-18 05:00:00,12.36,0.00,0.00,0.00,0.00,0.00,IMPORT
6246,2022-09-18 06:00:00,14.66,0.00,0.00,0.00,0.00,0.00,IMPORT
6247,2022-09-18 07:00:00,15.40,0.00,0.00,0.00,0.00,0.00,IMPORT
6248,2022-09-18 08:00:00,13.88,0.00,0.00,0.00,0.00,0.00,IMPORT
6249,2022-09-18 09:00:00,9.20,0.00,0.00,0.00,0.00,0.00,IMPORT
6250,2022-09-18 10:00:00,9.41,0.00,0.00,0.00,0.00,0.00,IMPORT
6251,2022-09-18 11:00:00,8.14,0.00,0.00,0.00,0.00,0.00,IMPORT
6252,2022-09-18 12:00:00,8.92,0.00,0.00,0.00,0.00,0.00,IMPORT
6253,2022-09-18 13:00:00,6.80,0.00,0.00,0.00,0.00,0.00,IMPORT
6254,2022-09-18 14:00:00,4.77,0.00,0.00,0.00,0.00,0.00,IMPORT
6255,2022-09-18 15:00:00,5.52,0.00,0.00,0.00,0.00,0.00,IMPORT
6256,2022-09-18 16:00:00,2.94,0.00,0.00,0.00,0.00,0.00,IMPORT
6257,2022-09-18 17:00:00,7.00,0.00,0.00,0.00,0.00,0.00,IMPORT
6258,2022-09-18 18:00:00,6.40,0.00,0.00,0.00,0.00,0.00,IMPORT
6259,2022-09-18 19:00:00,8.99,0.00,0.00,0.00,0.00,0.00,IMPORT
6260,2022-09-18 20:00:00,11.85,0.00,0.00,0.00,0.00,0.00,IMPORT
6261,2022-09-18 21:00:00,11.87,0.00,0.00,0.00,0.00,0.00,IMPORT
6262,2022-09-18 22:00:00,9.96,0.00,0.00,0.00,0.00,0.00,IMPORT
6263,2022-09-18 23:00:00,11.94,0.00,0.00,0.00,0.00,0.00,IMPORT
6264,2022-09-19 00:00:00,10.45,0.00,0.00,0.00,0.00,0.00,IMPORT
6265,2022-09-19 01:00:00,10.64,0.00,0.00,0.00,0.00,0.00,IMPORT
6266,2022-09-19 02:00:00,13.37,0.00,0.00,0.00,0.00,0.00,IMPORT
6267,2022-09-19 03:00:00,14.72,0.00,0.00,0.00,0.00,0.00,IMPORT
6268,2022-09-19 04:00:00,13.11,0.00,0.00,0.00,0.00,0.00,IMPORT
6269,2022-09-19 05:00:00,13.23,0.00,0.00,0.00,0.00,0.00,IMPORT
6270,2022-09-19 06:00:00,12.38,0.00,0.00,0.00,0.00,0.00,IMPORT
6271,2022-09-19 07:00:00,11.86,0.00,0.00,0.00,0.00,0.00,IMPORT
6272,2022-09-19 08:00:00,12.57,0.00,0.00,0.00,0.00,0.00,IMPORT
6273,2022-09-19 09:00:00,10.69,0.00,0.00,0.00,0.00,0.00,IMPORT
6274,2022-09-19 10:00:00,8.64,0.00,0.00,0.00,0.00,0.00,IMPORT
6275,2022-09-19 11:00:00,6.15,0.00,0.00,0.00,0.00,0.00,IMPORT
6276,2022-09-19 12:00:00,12.94,0.00,0.00,0.00,0.00,0.00,IMPORT
6277,2022-09-19 13:00:00,6.60,0.00,0.00,0.00,0.00,0.00,IMPORT
6278,2022-09-19 14:00:00,7.14,0.00,0.00,0.00,0.00,0.00,IMPORT
6279,2022-09-19 15:00:00,4.11,0.00,0.00,0.00,0.00,0.00,IMPORT
6280,2022-09-19 16:00:00,7.47,0.00,0.00,0.00,0.00,0.00,IMPORT
6281,2022-09-19 17:00:00,5.04,0.00,0.00,0.00,0.00,0.00,IMPORT
6282,2022-09-19 18:00:00,6.51,0.00,0.00,0.00,0.00,0.00,IMPORT
6283,2022-09-19 19:00:00,7.69,0.00,0.00,0.00,0.00,0.00,IMPORT
6284,2022-09-19 20:00:00,10.41,0.00,0.00,0.00,0.00,0.00,IMPORT
6285,2022-09-19 21:00:00,8.11,0.00,0.00,0.00,0.00,0.00,IMPORT
6286,2022-09-19 22:00:00,8.21,0.00,0.00,0.00,0.00,0.00,IMPORT
6287,2022-09-19 23:00:00,8.21,0.00,0.00,0.00,0.00,0.00,IMPORT
6288,2022-09-20 00:00:00,9.45,0.00,0.00,0.00,0.00,0.00,IMPORT
6289,2022-09-20 01:00:00,9.92,0.00,0.00,0.00,0.00,0.00,IMPORT
6290,2022-09-20 02:00:00,12.02,0.00,0.00,0.00,0.00,0.00,IMPORT
6291,2022-09-20 03:00:00,12.38,0.00,0.00,0.00,0.00,0.00,IMPORT
6292,2022-09-20 04:00:00,13.93,0.00,0.00,0.00,0.00,0.00,IMPORT
6293,2022-09-20 05:00:00,12.36,0.00,0.00,0.00,0.00,0.00,IMPORT
6294,2022-09-20 06:00:00,11.78,0.00,0.00,0.00,0.00,0.00,IMPORT
6295,2022-09-20 07:00:00,15.38,0.00,0.00,0.00,0.00,0.00,IMPORT
6296,2022-09-20 08:00:00,13.20,0.00,0.00,0.00,0.00,0.00,IMPORT
6297,2022-09-20 09:00:00,9.75,0.00,0.00,0.00,0.00,0.00,IMPORT
6298,2022-09-20 10:00:00,11.85,0.00,0.00,0.00,0.00,0.00,IMPORT
6299,2022-09-20 11:00:00,6.83,0.00,0.00,0.00,0.00,0.00,IMPORT
6300,2022-09-20 12:00:00,8.44,0.00,0.00,0.00,0.00,0.00,IMPORT
6301,2022-09-20 13:00:00,3.88,0.00,0.00,0.00,0.00,0.00,IMPORT
6302,2022-09-20 14:00:00,5.32,0.00,0.00,0.00,0.00,0.00,IMPORT
6303,2022-09-20 15:00:00,4.18,0.00,0.00,0.00,0.00,0.00,IMPORT
6304,2022-09-20 16:00:00,5.63,0.00,0.00,0.00,0.00,0.00,IMPORT
6305,2022-09-20 17:00:00,7.23,0.00,0.00,0.00,0.00,0.00,IMPORT
6306,2022-09-20 18:00:00,20.00,12.35,0.00,0.00,0.00,0.00,IMPORT+EXPORT
6307,2022-09-20 19:00:00,20.00,9.21,0.00,0.00,0.00,0.00,IMPORT+EXPORT
6308,2022-09-20 20:00:00,9.98,0.00,0.00,0.00,0.00,0.00,IMPORT
6309,2022-09-20 21:00:00,12.86,0.00,0.00,0.00,0.00,0.00,IMPORT
6310,2022-09-20 22:00:00,10.00,0.00,0.00,0.00,0.00,0.00,IMPORT
6311,2022-09-20 23:00:00,11.18,0.00,0.00,0.00,0.00,0.00,IMPORT
6312,2022-09-21 00:00:00,10.80,0.00,0.00,0.00,0.00,0.00,IMPORT
6313,2022-09-21 01:00:00,11.05,0.00,0.00,0.00,0.00,0.00,IMPORT
6314,2022-09-21 02:00:00,17.66,0.00,0.00,0.00,0.00,0.00,IMPORT
6315,2022-09-21 03:00:00,12.46,0.00,0.00,0.00,0.00,0.00,IMPORT
6316,2022-09-21 04:00:00,13.25,0.00,0.00,0.00,0.00,0.00,IMPORT
6317,2022-09-21 05:00:00,15.39,0.00,0.00,0.00,0.00,0.00,IMPORT
6318,2022-09-21 06:00:00,20.00,4.22,0.00,0.00,0.00,0.00,IMPORT+EXPORT
6319,2022-09-21 07:00:00,17.32,0.00,0.00,0.00,0.00,0.00,IMPORT
6320,2022-09-21 08:00:00,18.46,0.00,0.00,0.00,0.00,0.00,IMPORT
6321,2022-09-21 09:00:00,11.28,0.00,0.00,0.00,0.00,0.00,IMPORT
6322,2022-09-21 10:00:00,10.36,0.00,0.00,0.00,0.00,0.00,IMPORT
6323,2022-09-21 11:00:00,7.35,0.00,0.00,0.00,0.00,0.00,IMPORT
6324,2022-09-21 12:00:00,3.82,0.00,0.00,0.00,0.00,0.00,IMPORT
6325,2022-09-21 13:00:00,5.12,0.00,0.00,0.00,0.00,0.00,IMPORT
6326,2022-09-21 14:00:00,1.02,0.00,0.00,0.00,0.00,0.00,IMPORT
6327,2022-09-21 15:00:00,1.17,0.00,0.00,0.00,0.00,0.00,IMPORT
6328,2022-09-21 16:00:00,4.24,0.00,0.00,0.00,0.00,0.00,IMPORT
6329,2022-09-21 17:00:00,4.74,0.00,0.00,0.00,0.00,0.00,IMPORT
6330,2022-09-21 18:00:00,20.00,15.55,0.00,0.00,0.00,0.00,IMPORT+EXPORT
6331,2022-09-21 19:00:00,7.90,0.00,0.00,0.00,0.00,0.00,IMPORT
6332,2022-09-21 20:00:00,3.93,0.00,0.00,0.00,0.00,0.00,IMPORT
6333,2022-09-21 21:00:00,4.94,0.00,0.00,0.00,0.00,0.00,IMPORT
6334,2022-09-21 22:00:00,3.97,0.00,0.00,0.00,0.00,0.00,IMPORT
6335,2022-09-21 23:00:00,3.26,0.00,0.00,0.00,0.00,0.00,IMPORT
6336,2022-09-22 00:00:00,4.49,0.00,0.00,0.00,0.00,0.00,IMPORT
6337,2022-09-22 01:00:00,6.65,0.00,0.00,0.00,0.00,0.00,IMPORT
6338,2022-09-22 02:00:00,3.29,0.00,0.00,0.00,0.00,0.00,IMPORT
6339,2022-09-22 03:00:00,7.61,0.00,0.00,0.00,0.00,0.00,IMPORT
6340,2022-09-22 04:00:00,6.49,0.00,0.00,0.00,0.00,0.00,IMPORT
6341,2022-09-22 05:00:00,5.56,0.00,0.00,0.00,0.00,0.00,IMPORT
6342,2022-09-22 06:00:00,20.00,11.94,0.00,0.00,0.00,0.00,IMPORT+EXPORT
6343,2022-09-22 07:00:00,4.04,0.00,0.00,0.00,0.00,0.00,IMPORT
6344,2022-09-22 08:00:00,9.11,0.00,0.00,0.00,0.00,0.00,IMPORT
6345,2022-09-22 09:00:00,5.73,0.00,0.00,0.00,0.00,0.00,IMPORT
6346,2022-09-22 10:00:00,9.98,0.00,0.00,0.00,0.00,0.00,IMPORT
6347,2022-09-22 11:00:00,9.77,0.00,0.00,0.00,0.00,0.00,IMPORT
6348,2022-09-22 12:00:00,10.81,0.00,0.00,0.00,0.00,0.00,IMPORT
6349,2022-09-22 13:00:00,6.40,0.00,0.00,0.00,0.00,0.00,IMPORT
6350,2022-09-22 14:00:00,8.66,0.00,0.00,0.00,0.00,0.00,IMPORT
6351,2022-09-22 15:00:00,8.94,0.00,0.00,0.00,0.00,0.00,IMPORT
6352,2022-09-22 16:00:00,8.16,0.00,0.00,0.00,0.00,0.00,IMPORT
6353,2022-09-22 17:00:00,7.12,0.00,0.00,0.00,0.00,0.00,IMPORT
6354,2022-09-22 18:00:00,20.00,13.07,0.00,0.00,0.00,0.00,IMPORT+EXPORT
6355,2022-09-22 19:00:00,10.36,0.00,0.00,0.00,0.00,0.00,IMPORT
6356,2022-09-22 20:00:00,11.09,0.00,0.00,0.00,0.00,0.00,IMPORT
6357,2022-09-22 21:00:00,12.02,0.00,0.00,0.00,0.00,0.00,IMPORT
6358,2022-09-22 22:00:00,9.90,0.00,0.00,0.00,0.00,0.00,IMPORT
6359,2022-09-22 23:00:00,10.38,0.00,0.00,0.00,0.00,0.00,IMPORT
6360,2022-09-23 00:00:00,11.76,0.00,0.00,0.00,0.00,0.00,IMPORT
6361,2022-09-23 01:00:00,10.52,0.00,0.00,0.00,0.00,0.00,IMPORT
6362,2022-09-23 02:00:00,16.52,0.00,0.00,0.00,0.00,0.00,IMPORT
6363,2022-09-23 03:00:00,15.96,0.00,0.00,0.00,0.00,0.00,IMPORT
6364,2022-09-23 04:00:00,19.38,0.00,0.00,0.00,0.00,0.00,IMPORT
6365,2022-09-23 05:00:00,17.07,0.00,0.00,0.00,0.00,0.00,IMPORT
6366,2022-09-23 06:00:00,20.00,2.93,0.00,0.00,0.00,0.00,IMPORT+EXPORT
6367,2022-09-23 07:00:00,20.00,2.03,0.00,0.00,0.00,0.00,IMPORT+EXPORT
6368,2022-09-23 08:00:00,14.81,0.00,0.00,0.00,0.00,0.00,IMPORT
6369,2022-09-23 09:00:00,9.18,0.00,0.00,0.00,0.00,0.00,IMPORT
6370,2022-09-23 10:00:00,13.95,0.00,0.00,0.00,0.00,0.00,IMPORT
6371,2022-09-23 11:00:00,14.02,0.00,0.00,0.00,0.00,0.00,IMPORT
6372,2022-09-23 12:00:00,6.86,0.00,0.00,0.00,0.00,0.00,IMPORT
6373,2022-09-23 13:00:00,1.77,0.00,0.00,0.00,0.00,0.00,IMPORT
6374,2022-09-23 14:00:00,5.35,0.00,0.00,0.00,0.00,0.00,IMPORT
6375,2022-09-23 15:00:00,4.17,0.00,0.00,0.00,0.00,0.00,IMPORT
6376,2022-09-23 16:00:00,3.67,0.00,0.00,0.00,0.00,0.00,IMPORT
6377,2022-09-23 17:00:00,4.81,0.00,0.00,0.00,0.00,0.00,IMPORT
6378,2022-09-23 18:00:00,20.00,14.65,0.00,0.00,0.00,0.00,IMPORT+EXPORT
6379,2022-09-23 19:00:00,20.00,10.05,0.00,0.00,0.00,0.00,IMPORT+EXPORT
6380,2022-09-23 20:00:00,10.49,0.00,0.00,0.00,0.00,0.00,IMPORT
6381,2022-09-23 21:00:00,10.60,0.00,0.00,0.00,0.00,0.00,IMPORT
6382,2022-09-23 22:00:00,13.05,0.00,0.00,0.00,0.00,0.00,IMPORT
6383,2022-09-23 23:00:00,10.27,0.00,0.00,0.00,0.00,0.00,IMPORT
6384,2022-09-24 00:00:00,10.36,0.00,0.00,0.00,0.00,0.00,IMPORT
6385,2022-09-24 01:00:00,12.19,0.00,0.00,0.00,0.00,0.00,IMPORT
6386,2022-09-24 02:00:00,16.49,0.00,0.00,0.00,0.00,0.00,IMPORT
6387,2022-09-24 03:00:00,14.54,0.00,0.00,0.00,0.00,0.00,IMPORT
6388,2022-09-24 04:00:00,13.83,0.00,0.00,0.00,0.00,0.00,IMPORT
6389,2022-09-24 05:00:00,15.99,0.00,0.00,0.00,0.00,0.00,IMPORT
6390,2022-09-24 06:00:00,16.91,0.00,0.00,0.00,0.00,0.00,IMPORT
6391,2022-09-24 07:00:00,16.57,0.00,0.00,0.00,0.00,0.00,IMPORT
6392,2022-09-24 08:00:00,17.96,0.00,0.00,0.00,0.00,0.00,IMPORT
6393,2022-09-24 09:00:00,10.47,0.00,0.00,0.00,0.00,0.00,IMPORT
6394,2022-09-24 10:00:00,15.97,0.00,0.00,0.00,0.00,0.00,IMPORT
6395,2022-09-24 11:00:00,9.08,0.00,0.00,0.00,0.00,0.00,IMPORT
6396,2022-09-24 12:00:00,10.60,0.00,0.00,0.00,0.00,0.00,IMPORT
6397,2022-09-24 13:00:00,7.83,0.00,0.00,0.00,0.00,0.00,IMPORT
6398,2022-09-24 14:00:00,5.54,0.00,0.00,0.00,0.00,0.00,IMPORT
6399,2022-09-24 15:00:00,3.26,0.00,0.00,0.00,0.00,0.00,IMPORT
6400,2022-09-24 16:00:00,4.46,0.00,0.00,0.00,0.00,0.00,IMPORT
6401,2022-09-24 17:00:00,1.93,0.00,0.00,0.00,0.00,0.00,IMPORT
6402,2022-09-24 18:00:00,5.59,0.00,0.00,0.00,0.00,0.00,IMPORT
6403,2022-09-24 19:00:00,7.55,0.00,0.00,0.00,0.00,0.00,IMPORT
6404,2022-09-24 20:00:00,9.50,0.00,0.00,0.00,0.00,0.00,IMPORT
6405,2022-09-24 21:00:00,9.96,0.00,0.00,0.00,0.00,0.00,IMPORT
6406,2022-09-24 22:00:00,7.34,0.00,0.00,0.00,0.00,0.00,IMPORT
6407,2022-09-24 23:00:00,8.86,0.00,0.00,0.00,0.00,0.00,IMPORT
6408,2022-09-25 00:00:00,9.98,0.00,0.00,0.00,0.00,0.00,IMPORT
6409,2022-09-25 01:00:00,11.21,0.00,0.00,0.00,0.00,0.00,IMPORT
6410,2022-09-25 02:00:00,15.94,0.00,0.00,0.00,0.00,0.00,IMPORT
6411,2022-09-25 03:00:00,13.20,0.00,0.00,0.00,0.00,0.00,IMPORT
6412,2022-09-25 04:00:00,15.74,0.00,0.00,0.00,0.00,0.00,IMPORT
6413,2022-09-25 05:00:00,13.77,0.00,0.00,0.00,0.00,0.00,IMPORT
6414,2022-09-25 06:00:00,14.71,0.00,0.00,0.00,0.00,0.00,IMPORT
6415,2022-09-25 07:00:00,17.36,0.00,0.00,0.00,0.00,0.00,IMPORT
6416,2022-09-25 08:00:00,14.95,0.00,0.00,0.00,0.00,0.00,IMPORT
6417,2022-09-25 09:00:00,10.49,0.00,0.00,0.00,0.00,0.00,IMPORT
6418,2022-09-25 10:00:00,13.41,0.00,0.00,0.00,0.00,0.00,IMPORT
6419,2022-09-25 11:00:00,8.79,0.00,0.00,0.00,0.00,0.00,IMPORT
6420,2022-09-25 12:00:00,8.08,0.00,0.00,0.00,0.00,0.00,IMPORT
6421,2022-09-25 13:00:00,5.92,0.00,0.00,0.00,0.00,0.00,IMPORT
6422,2022-09-25 14:00:00,7.94,0.00,0.00,0.00,0.00,0.00,IMPORT
6423,2022-09-25 15:00:00,5.61,0.00,0.00,0.00,0.00,0.00,IMPORT
6424,2022-09-25 16:00:00,3.52,0.00,0.00,0.00,0.00,0.00,IMPORT
6425,2022-09-25 17:00:00,4.57,0.00,0.00,0.00,0.00,0.00,IMPORT
6426,2022-09-25 18:00:00,7.14,0.00,0.00,0.00,0.00,0.00,IMPORT
6427,2022-09-25 19:00:00,6.93,0.00,0.00,0.00,0.00,0.00,IMPORT
6428,2022-09-25 20:00:00,8.20,0.00,0.00,0.00,0.00,0.00,IMPORT
6429,2022-09-25 21:00:00,11.22,0.00,0.00,0.00,0.00,0.00,IMPORT
6430,2022-09-25 22:00:00,8.55,0.00,0.00,0.00,0.00,0.00,IMPORT
6431,2022-09-25 23:00:00,10.55,0.00,0.00,0.00,0.00,0.00,IMPORT
6432,2022-09-26 00:00:00,8.80,0.00,0.00,0.00,0.00,0.00,IMPORT
6433,2022-09-26 01:00:00,10.06,0.00,0.00,0.00,0.00,0.00,IMPORT
6434,2022-09-26 02:00:00,15.37,0.00,0.00,0.00,0.00,0.00,IMPORT
